Name,Star,Number,AREA,URL
FOOD EXCHANGE,5.0,1,Panaji,https://www.google.com/maps/search/FOOD+EXCHANGE+Panaji
Cafe Meu Lar by Barista,4.1,268,Panaji,https://www.google.com/maps/search/Cafe+Meu+Lar+by+Barista+Panaji
Caramel - Patisserie Restaurant,4.4,45,Panaji,https://www.google.com/maps/search/Caramel+-+Patisserie+Restaurant+Panaji
La Pino'z Pizza Panaji,4.0,667,Panaji,https://www.google.com/maps/search/La+Pino%27z+Pizza+Panaji+Panaji
SUNRISE FOODS,3.7,53,Panaji,https://www.google.com/maps/search/SUNRISE+FOODS+Panaji
Burger Factory Dona Paula,4.3,483,Panaji,https://www.google.com/maps/search/Burger+Factory+Dona+Paula+Panaji
Cafe Udupi,3.9,117,Panaji,https://www.google.com/maps/search/Cafe+Udupi+Panaji
Goa panaji,4.7,3,Panaji,https://www.google.com/maps/search/Goa+panaji+Panaji
Pet Pooja Panaji,3.9,12,Panaji,https://www.google.com/maps/search/Pet+Pooja+Panaji+Panaji
ROYAL ONLY CHICKEN (ROC),3.9,423,Panaji,https://www.google.com/maps/search/ROYAL+ONLY+CHICKEN+%28ROC%29+Panaji
Angry Sardar Courtyard,4.1,2600,Panaji,https://www.google.com/maps/search/Angry+Sardar+Courtyard+Panaji
Cookie's Food Corner,3.9,161,Panaji,https://www.google.com/maps/search/Cookie%27s+Food+Corner+Panaji
Khana Khazana Family Restaurant,4.8,67,Panaji,https://www.google.com/maps/search/Khana+Khazana+Family+Restaurant+Panaji
Gandharav Bar & Restaurant,3.7,52,Panaji,https://www.google.com/maps/search/Gandharav+Bar+%26+Restaurant+Panaji
AL-QURESH Restaurant,4.4,34,Panaji,https://www.google.com/maps/search/AL-QURESH+Restaurant+Panaji
Hotel Aroma,4.0,431,Panaji,https://www.google.com/maps/search/Hotel+Aroma+Panaji
Bunglow No.7,4.7,62,Panaji,https://www.google.com/maps/search/Bunglow+No.7+Panaji
Udipi Lodging & Boarding Veg. & Non-Veg Restaurant,4.0,48,Panaji,https://www.google.com/maps/search/Udipi+Lodging+%26+Boarding+Veg.+%26+Non-Veg+Restaurant+Panaji
"Pizza Hut | Patto Colony, Panaji",4.9,210,Panaji,https://www.google.com/maps/search/Pizza+Hut+%7C+Patto+Colony%2C+Panaji+Panaji
Vedro - Bar & Kitchen,4.5,68,Panaji,https://www.google.com/maps/search/Vedro+-+Bar+%26+Kitchen+Panaji
Curry and Rice,3.5,14,Panaji,https://www.google.com/maps/search/Curry+and+Rice+Panaji
"Domino's Pizza | Panaji, Goa",3.6,3200,Panaji,https://www.google.com/maps/search/Domino%27s+Pizza+%7C+Panaji%2C+Goa+Panaji
CITY ICE AND FOOD CENTRE,4.7,82,Panaji,https://www.google.com/maps/search/CITY+ICE+AND+FOOD+CENTRE+Panaji
Sandeep Ross Omelette,3.9,818,Panaji,https://www.google.com/maps/search/Sandeep+Ross+Omelette+Panaji
Tato's Fine Dining,3.9,3000,Panaji,https://www.google.com/maps/search/Tato%27s+Fine+Dining+Panaji
om family restaurant with bar,3.0,1,Panaji,https://www.google.com/maps/search/om+family+restaurant+with+bar+Panaji
Sai Shradha Restaurant,3.5,8,Panaji,https://www.google.com/maps/search/Sai+Shradha+Restaurant+Panaji
BIMBLI BAR & RESTAURANT BY JAMBUL HOUSE,5.0,2,Panaji,https://www.google.com/maps/search/BIMBLI+BAR+%26+RESTAURANT+BY+JAMBUL+HOUSE+Panaji
WOW China,3.6,39,Panaji,https://www.google.com/maps/search/WOW+China+Panaji
Amul (Route 18 -The city cafe ),4.1,201,Panaji,https://www.google.com/maps/search/Amul+%28Route+18+-The+city+cafe+%29+Panaji
Hotel Food Paradise South Meals,1.8,5,Panaji,https://www.google.com/maps/search/Hotel+Food+Paradise+South+Meals+Panaji
Bharat Restaurant,4.7,23,Panaji,https://www.google.com/maps/search/Bharat+Restaurant+Panaji
Royal Foods Panjim,3.8,93,Panaji,https://www.google.com/maps/search/Royal+Foods+Panjim+Panaji
little chai pani,3.8,16,Panaji,https://www.google.com/maps/search/little+chai+pani+Panaji
US Pizza Panji,3.8,22,Panaji,https://www.google.com/maps/search/US+Pizza+Panji+Panaji
Wow! Momo,3.2,20,Panaji,https://www.google.com/maps/search/Wow%21+Momo+Panaji
Ajay Fast Food,3.0,16,Panaji,https://www.google.com/maps/search/Ajay+Fast+Food+Panaji
Ruchira Multicuisine Restaurant,3.5,4,Panaji,https://www.google.com/maps/search/Ruchira+Multicuisine+Restaurant+Panaji
Goa Tourism Department Canteen,4.7,14,Panaji,https://www.google.com/maps/search/Goa+Tourism+Department+Canteen+Panaji
Sitalaya Restaurant,4.5,6,Panaji,https://www.google.com/maps/search/Sitalaya+Restaurant+Panaji
The Second House,4.6,601,Saligao,https://www.google.com/maps/search/The+Second+House+Saligao
Florentine Bar & Restaurant.,4.2,3100,Saligao,https://www.google.com/maps/search/Florentine+Bar+%26+Restaurant.+Saligao
Colors Restaurant & Bar.,4.2,1300,Saligao,https://www.google.com/maps/search/Colors+Restaurant+%26+Bar.+Saligao
Saligao Deck,4.2,321,Saligao,https://www.google.com/maps/search/Saligao+Deck+Saligao
Cafe De Goa,4.1,264,Saligao,https://www.google.com/maps/search/Cafe+De+Goa+Saligao
Fish shack family restaurant & Bar,4.9,61,Saligao,https://www.google.com/maps/search/Fish+shack+family+restaurant+%26+Bar+Saligao
Cafe Samrat Restaurant,4.4,327,Saligao,https://www.google.com/maps/search/Cafe+Samrat+Restaurant+Saligao
Prime Rose Goa,4.3,1100,Saligao,https://www.google.com/maps/search/Prime+Rose+Goa+Saligao
Meerabai - A Family Run Restaurant In Saligaon,4.6,74,Saligao,https://www.google.com/maps/search/Meerabai+-+A+Family+Run+Restaurant+In+Saligaon+Saligao
Britto's Restaurant :- Indulge in Authentic Goan Flavours & Lip Smacking Signature Cocktails,4.3,36000,Saligao,https://www.google.com/maps/search/Britto%27s+Restaurant+%3A-+Indulge+in+Authentic+Goan+Flavours+%26+Lip+Smacking+Signature+Cocktails+Saligao
URBAN JUNGLE by smith and Appy,4.7,61,Saligao,https://www.google.com/maps/search/URBAN+JUNGLE+by+smith+and+Appy+Saligao
Bourbon Street,4.5,43,Saligao,https://www.google.com/maps/search/Bourbon+Street+Saligao
Jungle Café,4.7,542,Saligao,https://www.google.com/maps/search/Jungle+Caf%C3%A9+Saligao
Biryani & Cafe,5.0,36,Saligao,https://www.google.com/maps/search/Biryani+%26+Cafe+Saligao
Fish Dish Bar and Restaurant,4.3,497,Saligao,https://www.google.com/maps/search/Fish+Dish+Bar+and+Restaurant+Saligao
Ping's Bia Hoi,4.4,985,Saligao,https://www.google.com/maps/search/Ping%27s+Bia+Hoi+Saligao
foodies paradise,5.0,60,Saligao,https://www.google.com/maps/search/foodies+paradise+Saligao
House of Lloyd,4.2,603,Saligao,https://www.google.com/maps/search/House+of+Lloyd+Saligao
Hotel Divya,4.7,35,Saligao,https://www.google.com/maps/search/Hotel+Divya+Saligao
Sai Udupi Pure Veg Restaurant,3.8,694,Saligao,https://www.google.com/maps/search/Sai+Udupi+Pure+Veg+Restaurant+Saligao
Yaki Zushi,4.4,2100,Saligao,https://www.google.com/maps/search/Yaki+Zushi+Saligao
Cornel Restaurant & Bar,4.6,96,Saligao,https://www.google.com/maps/search/Cornel+Restaurant+%26+Bar+Saligao
Anugrah garden cafe Goa.,5.0,14,Saligao,https://www.google.com/maps/search/Anugrah+garden+cafe+Goa.+Saligao
Manisha's Home Food,4.3,91,Saligao,https://www.google.com/maps/search/Manisha%27s+Home+Food+Saligao
Shivam Veg & Non Veg Restaurant,4.0,36,Saligao,https://www.google.com/maps/search/Shivam+Veg+%26+Non+Veg+Restaurant+Saligao
SMOKE HOUSE,5.0,5,Saligao,https://www.google.com/maps/search/SMOKE+HOUSE+Saligao
Tandav restaurant and cafe,4.9,34,Saligao,https://www.google.com/maps/search/Tandav+restaurant+and+cafe+Saligao
Mirabai China highway,4.4,62,Saligao,https://www.google.com/maps/search/Mirabai+China+highway+Saligao
Pirates Deck,4.9,64,Saligao,https://www.google.com/maps/search/Pirates+Deck+Saligao
Saligao Food Corner,4.2,26,Saligao,https://www.google.com/maps/search/Saligao+Food+Corner+Saligao
Latte's Eat,4.6,58,Saligao,https://www.google.com/maps/search/Latte%27s+Eat+Saligao
Shree Radharani Pure veg Family Restaurant,5.0,2,Saligao,https://www.google.com/maps/search/Shree+Radharani+Pure+veg+Family+Restaurant+Saligao
Madras Masters - Arpora,5.0,59,Saligao,https://www.google.com/maps/search/Madras+Masters+-+Arpora+Saligao
Anago restaurant,5.0,1,Saligao,https://www.google.com/maps/search/Anago+restaurant+Saligao
Ocean Deck multicuisine Restaurant,3.8,26,Saligao,https://www.google.com/maps/search/Ocean+Deck+multicuisine+Restaurant+Saligao
Momo @ Gurung's kitchen,4.9,87,Saligao,https://www.google.com/maps/search/Momo+%40+Gurung%27s+kitchen+Saligao
Sai restaurant,3.9,88,Saligao,https://www.google.com/maps/search/Sai+restaurant+Saligao
Krishna Restaurant,3.8,65,Saligao,https://www.google.com/maps/search/Krishna+Restaurant+Saligao
FOOD JUNCTION,4.4,14,Saligao,https://www.google.com/maps/search/FOOD+JUNCTION+Saligao
Home Spice,4.6,8,Saligao,https://www.google.com/maps/search/Home+Spice+Saligao
Greenfield De' Goa,5.0,5,Saligao,https://www.google.com/maps/search/Greenfield+De%27+Goa+Saligao
Storii By ITC Hotels Shanti Morada-Boutique resort in North Goa| Calangute beach | Confluence of Portuguese & Indian culture,4.7,549,Saligao,https://www.google.com/maps/search/Storii+By+ITC+Hotels+Shanti+Morada-Boutique+resort+in+North+Goa%7C+Calangute+beach+%7C+Confluence+of+Portuguese+%26+Indian+culture+Saligao
Inferno Wings,4.9,13,Saligao,https://www.google.com/maps/search/Inferno+Wings+Saligao
Agnelo Bar And Restaurant,4.2,100,Saligao,https://www.google.com/maps/search/Agnelo+Bar+And+Restaurant+Saligao
Areka The Food Juction,5.0,3,Saligao,https://www.google.com/maps/search/Areka+The+Food+Juction+Saligao
Vista De Campo,4.7,6,Saligao,https://www.google.com/maps/search/Vista+De+Campo+Saligao
Caje's Test And Taste,4.0,12,Saligao,https://www.google.com/maps/search/Caje%27s+Test+And+Taste+Saligao
Presa di Goa,4.0,582,Saligao,https://www.google.com/maps/search/Presa+di+Goa+Saligao
Hunger Games Fast Food Restaurant,4.9,28,Saligao,https://www.google.com/maps/search/Hunger+Games+Fast+Food+Restaurant+Saligao
Shawarma Centre,4.8,15,Saligao,https://www.google.com/maps/search/Shawarma+Centre+Saligao
Mitra family restaurant.,3.1,16,Saligao,https://www.google.com/maps/search/Mitra+family+restaurant.+Saligao
Royal Village Restaurant,4.1,7,Saligao,https://www.google.com/maps/search/Royal+Village+Restaurant+Saligao
Coconut Curry Restaurant and Bar,5.0,110,Saligao,https://www.google.com/maps/search/Coconut+Curry+Restaurant+and+Bar+Saligao
Nil's cafe,4.2,11,Saligao,https://www.google.com/maps/search/Nil%27s+cafe+Saligao
Stree Shakti Restaurant,3.5,2,Saligao,https://www.google.com/maps/search/Stree+Shakti+Restaurant+Saligao
Eat Pure Veg. Family Restaurant-goa,4.1,1000,Saligao,https://www.google.com/maps/search/Eat+Pure+Veg.+Family+Restaurant-goa+Saligao
Shinde Fast Food,4.1,122,Saligao,https://www.google.com/maps/search/Shinde+Fast+Food+Saligao
Hill Side,4.0,7,Saligao,https://www.google.com/maps/search/Hill+Side+Saligao
Union Restaurant & Bar,4.0,25,Saligao,https://www.google.com/maps/search/Union+Restaurant+%26+Bar+Saligao
South Indian Breakfast (Tiffen Center),3.3,12,Saligao,https://www.google.com/maps/search/South+Indian+Breakfast+%28Tiffen+Center%29+Saligao
Naim bangli restaurant,5.0,1,Saligao,https://www.google.com/maps/search/Naim+bangli+restaurant+Saligao
Rajat Hotel,4.5,26,Saligao,https://www.google.com/maps/search/Rajat+Hotel+Saligao
Sushegad Restaurant and Cafe,4.8,4,Saligao,https://www.google.com/maps/search/Sushegad+Restaurant+and+Cafe+Saligao
Mr Dsouzas Burger King,4.3,177,Saligao,https://www.google.com/maps/search/Mr+Dsouzas+Burger+King+Saligao
Shraddha Saburi Tea and Snacks,5.0,3,Saligao,https://www.google.com/maps/search/Shraddha+Saburi+Tea+and+Snacks+Saligao
South Indian Foods,5.0,1,Saligao,https://www.google.com/maps/search/South+Indian+Foods+Saligao
Bobo's Inn Bar and restaurant,4.1,7,Saligao,https://www.google.com/maps/search/Bobo%27s+Inn+Bar+and+restaurant+Saligao
Snacks Express,4.8,13,Saligao,https://www.google.com/maps/search/Snacks+Express+Saligao
Float The Bar & Eatery,1.0,1,Saligao,https://www.google.com/maps/search/Float+The+Bar+%26+Eatery+Saligao
Snack Shack Saligao,5.0,2,Saligao,https://www.google.com/maps/search/Snack+Shack+Saligao+Saligao
Curry Point,3.7,21,Saligao,https://www.google.com/maps/search/Curry+Point+Saligao
Shrikrishna Studios Goa,4.3,492,Saligao,https://www.google.com/maps/search/Shrikrishna+Studios+Goa+Saligao
Udupi Shree Sagar Pure Veg Restaurant,3.7,1900,Saligao,https://www.google.com/maps/search/Udupi+Shree+Sagar+Pure+Veg+Restaurant+Saligao
Tonic Poolside Grill at Hard Rock Hotel Goa,4.3,16,Saligao,https://www.google.com/maps/search/Tonic+Poolside+Grill+at+Hard+Rock+Hotel+Goa+Saligao
Samosa Shop,3.8,6,Saligao,https://www.google.com/maps/search/Samosa+Shop+Saligao
Ferns Cuisine by Sidney J Fernandes,5.0,4,Saligao,https://www.google.com/maps/search/Ferns+Cuisine+by+Sidney+J+Fernandes+Saligao
PK Restaurant,3.9,7,Saligao,https://www.google.com/maps/search/PK+Restaurant+Saligao
Mendes Chicken Shawarma,4.4,8,Saligao,https://www.google.com/maps/search/Mendes+Chicken+Shawarma+Saligao
Slurrr-py Shakes & More (ShivDaya South Indian snacks corner),5.0,1,Saligao,https://www.google.com/maps/search/Slurrr-py+Shakes+%26+More+%28ShivDaya+South+Indian+snacks+corner%29+Saligao
Goan Tadka Punjabi,3.5,4,Saligao,https://www.google.com/maps/search/Goan+Tadka+Punjabi+Saligao
The Local Buddy,5.0,3,Saligao,https://www.google.com/maps/search/The+Local+Buddy+Saligao
Cafe' C - All day Dining Restaurant,4.0,1,Saligao,https://www.google.com/maps/search/Cafe%27+C+-+All+day+Dining+Restaurant+Saligao
Vailankanni Farms,4.7,3,Saligao,https://www.google.com/maps/search/Vailankanni+Farms+Saligao
Saras hotel and fast food,4.5,2,Saligao,https://www.google.com/maps/search/Saras+hotel+and+fast+food+Saligao
M&M momos & shawarma🥙,5.0,1,Saligao,https://www.google.com/maps/search/M%26M+momos+%26+shawarma%F0%9F%A5%99+Saligao
Mommy's Barbeque Home-made,5.0,3,Saligao,https://www.google.com/maps/search/Mommy%27s+Barbeque+Home-made+Saligao
mamta veg caterers in mira bhayandar,5.0,3,Saligao,https://www.google.com/maps/search/mamta+veg+caterers+in+mira+bhayandar+Saligao
HOTEL PRIDE KOLHAPUR,4.3,111,Saligao,https://www.google.com/maps/search/HOTEL+PRIDE+KOLHAPUR+Saligao
Boulanger Bake House,4.4,159,Saligao,https://www.google.com/maps/search/Boulanger+Bake+House+Saligao
UDUPI ( Cafe Eden pure vegetarian),4.6,9,Saligao,https://www.google.com/maps/search/UDUPI+%28+Cafe+Eden+pure+vegetarian%29+Saligao
Hotel Om Sai,4.0,5,Saligao,https://www.google.com/maps/search/Hotel+Om+Sai+Saligao
Hotel Malabar,3.5,36,Saligao,https://www.google.com/maps/search/Hotel+Malabar+Saligao
Hotel Shree Ganesh IDC Canteen,2.3,3,Saligao,https://www.google.com/maps/search/Hotel+Shree+Ganesh+IDC+Canteen+Saligao
Chicken Express Restaurant,4.1,8,Saligao,https://www.google.com/maps/search/Chicken+Express+Restaurant+Saligao
Aastha Escape Resort,3.7,4000,Saligao,https://www.google.com/maps/search/Aastha+Escape+Resort+Saligao
Pooja Food Corner,2.3,15,Saligao,https://www.google.com/maps/search/Pooja+Food+Corner+Saligao
"Om Sai Restaurant,Saligao",3.3,4,Saligao,https://www.google.com/maps/search/Om+Sai+Restaurant%2CSaligao+Saligao
Hotel Ashvekar,5.0,1,Saligao,https://www.google.com/maps/search/Hotel+Ashvekar+Saligao
CHURRASQUERIA FUMADO,5.0,2,Saligao,https://www.google.com/maps/search/CHURRASQUERIA+FUMADO+Saligao
Sonar Bangla restaurant,3.9,137,Saligao,https://www.google.com/maps/search/Sonar+Bangla+restaurant+Saligao
Indian Curry N Kebaab,4.8,41,Saligao,https://www.google.com/maps/search/Indian+Curry+N+Kebaab+Saligao
Enjoy Bar And Rest,2.5,4,Saligao,https://www.google.com/maps/search/Enjoy+Bar+And+Rest+Saligao
Bherunath bhelpuri,4.7,6,Saligao,https://www.google.com/maps/search/Bherunath+bhelpuri+Saligao
Prince Restaurant,2.8,6,Saligao,https://www.google.com/maps/search/Prince+Restaurant+Saligao
Caty Chris Restaurant,3.0,8,Saligao,https://www.google.com/maps/search/Caty+Chris+Restaurant+Saligao
Fast food stall ( GADDA NO 39),3.0,1,Saligao,https://www.google.com/maps/search/Fast+food+stall+%28+GADDA+NO+39%29+Saligao
The Goan Majestic,4.0,1600,Tisk (Ponda),https://www.google.com/maps/search/The+Goan+Majestic+Tisk+%28Ponda%29
Sunny Bar and Restaurant,4.7,199,Tisk (Ponda),https://www.google.com/maps/search/Sunny+Bar+and+Restaurant+Tisk+%28Ponda%29
Chhatrapati Pure Veg Family Restaurant,4.2,1000,Tisk (Ponda),https://www.google.com/maps/search/Chhatrapati+Pure+Veg+Family+Restaurant+Tisk+%28Ponda%29
Chef's Bhojan,4.5,129,Tisk (Ponda),https://www.google.com/maps/search/Chef%27s+Bhojan+Tisk+%28Ponda%29
Mahesh Bar And Restaurant,4.4,1200,Tisk (Ponda),https://www.google.com/maps/search/Mahesh+Bar+And+Restaurant+Tisk+%28Ponda%29
Tilve Bhojanalay,4.1,1300,Tisk (Ponda),https://www.google.com/maps/search/Tilve+Bhojanalay+Tisk+%28Ponda%29
Abhilasha Fine-Dine Restaurant,4.7,1300,Tisk (Ponda),https://www.google.com/maps/search/Abhilasha+Fine-Dine+Restaurant+Tisk+%28Ponda%29
Food in Clay,4.1,302,Tisk (Ponda),https://www.google.com/maps/search/Food+in+Clay+Tisk+%28Ponda%29
Taste of Goa Family Restaurant,4.0,729,Tisk (Ponda),https://www.google.com/maps/search/Taste+of+Goa+Family+Restaurant+Tisk+%28Ponda%29
Hotel Shantadurga,4.9,71,Tisk (Ponda),https://www.google.com/maps/search/Hotel+Shantadurga+Tisk+%28Ponda%29
Sintia Bar and Restaurant,4.6,31,Tisk (Ponda),https://www.google.com/maps/search/Sintia+Bar+and+Restaurant+Tisk+%28Ponda%29
LAXMI BAR & RESTAURANT,4.0,1100,Tisk (Ponda),https://www.google.com/maps/search/LAXMI+BAR+%26+RESTAURANT+Tisk+%28Ponda%29
COOL AND RELAX FAMILY RESTAURANT AND BAR,4.2,51,Tisk (Ponda),https://www.google.com/maps/search/COOL+AND+RELAX+FAMILY+RESTAURANT+AND+BAR+Tisk+%28Ponda%29
Shiv Leela Restaurant,4.3,96,Tisk (Ponda),https://www.google.com/maps/search/Shiv+Leela+Restaurant+Tisk+%28Ponda%29
Niyati Classic Family Restaurant,5.0,6,Tisk (Ponda),https://www.google.com/maps/search/Niyati+Classic+Family+Restaurant+Tisk+%28Ponda%29
Cool 'n' Spice,3.8,732,Tisk (Ponda),https://www.google.com/maps/search/Cool+%27n%27+Spice+Tisk+%28Ponda%29
Abhiksha Palace,3.9,783,Tisk (Ponda),https://www.google.com/maps/search/Abhiksha+Palace+Tisk+%28Ponda%29
The Raikar Farm Restaurant with Bar,4.2,287,Tisk (Ponda),https://www.google.com/maps/search/The+Raikar+Farm+Restaurant+with+Bar+Tisk+%28Ponda%29
Darya Family Restaurant A/C & Non A/C,3.9,154,Tisk (Ponda),https://www.google.com/maps/search/Darya+Family+Restaurant+A%2FC+%26+Non+A%2FC+Tisk+%28Ponda%29
Spice Kitchen Resto & Bar,4.3,24,Tisk (Ponda),https://www.google.com/maps/search/Spice+Kitchen+Resto+%26+Bar+Tisk+%28Ponda%29
Dee Sigdii House,3.9,558,Tisk (Ponda),https://www.google.com/maps/search/Dee+Sigdii+House+Tisk+%28Ponda%29
Paakiza perfact taste fast food,4.8,32,Tisk (Ponda),https://www.google.com/maps/search/Paakiza+perfact+taste+fast+food+Tisk+%28Ponda%29
Hotel Amigos Family Bar and Restaurant,4.4,598,Tisk (Ponda),https://www.google.com/maps/search/Hotel+Amigos+Family+Bar+and+Restaurant+Tisk+%28Ponda%29
The Roadhouse Restaurant and Bar,4.0,598,Tisk (Ponda),https://www.google.com/maps/search/The+Roadhouse+Restaurant+and+Bar+Tisk+%28Ponda%29
Queirozinha Family restaurant and bar,4.0,42,Tisk (Ponda),https://www.google.com/maps/search/Queirozinha+Family+restaurant+and+bar+Tisk+%28Ponda%29
Piduana Bar and Restaurant,4.9,11,Tisk (Ponda),https://www.google.com/maps/search/Piduana+Bar+and+Restaurant+Tisk+%28Ponda%29
The Drool Company (Ponda),4.3,134,Tisk (Ponda),https://www.google.com/maps/search/The+Drool+Company+%28Ponda%29+Tisk+%28Ponda%29
Antique Mardol,3.7,683,Tisk (Ponda),https://www.google.com/maps/search/Antique+Mardol+Tisk+%28Ponda%29
GOA EXPRESS FAMILY RESTAURANT ( formerly Pine Wood),4.1,362,Tisk (Ponda),https://www.google.com/maps/search/GOA+EXPRESS+FAMILY+RESTAURANT+%28+formerly+Pine+Wood%29+Tisk+%28Ponda%29
Café Bhonsle,4.0,1200,Tisk (Ponda),https://www.google.com/maps/search/Caf%C3%A9+Bhonsle+Tisk+%28Ponda%29
S K Bar and Restaurant,4.4,15,Tisk (Ponda),https://www.google.com/maps/search/S+K+Bar+and+Restaurant+Tisk+%28Ponda%29
Cafe Antruz Mahal,3.8,821,Tisk (Ponda),https://www.google.com/maps/search/Cafe+Antruz+Mahal+Tisk+%28Ponda%29
Hotel Taste Of Goa,4.6,5,Tisk (Ponda),https://www.google.com/maps/search/Hotel+Taste+Of+Goa+Tisk+%28Ponda%29
Sushila Bar & Restaurant,3.7,38,Tisk (Ponda),https://www.google.com/maps/search/Sushila+Bar+%26+Restaurant+Tisk+%28Ponda%29
The Party Kitchen,4.3,16,Tisk (Ponda),https://www.google.com/maps/search/The+Party+Kitchen+Tisk+%28Ponda%29
Savor Restaurant & Bar,3.9,929,Tisk (Ponda),https://www.google.com/maps/search/Savor+Restaurant+%26+Bar+Tisk+%28Ponda%29
"Padmavati Delight, Family Restaurant And Bar",4.4,11,Tisk (Ponda),https://www.google.com/maps/search/Padmavati+Delight%2C+Family+Restaurant+And+Bar+Tisk+%28Ponda%29
O'Carol Multi Cuisine Family Restaurant,4.2,32,Tisk (Ponda),https://www.google.com/maps/search/O%27Carol+Multi+Cuisine+Family+Restaurant+Tisk+%28Ponda%29
"Pan Aroma Restaurant | Best Restaurant in Ponda, Goa",3.9,1200,Tisk (Ponda),https://www.google.com/maps/search/Pan+Aroma+Restaurant+%7C+Best+Restaurant+in+Ponda%2C+Goa+Tisk+%28Ponda%29
Hotel Sainath,3.2,367,Tisk (Ponda),https://www.google.com/maps/search/Hotel+Sainath+Tisk+%28Ponda%29
Sheetal Food Plaza Restaurant and Bar,3.9,372,Tisk (Ponda),https://www.google.com/maps/search/Sheetal+Food+Plaza+Restaurant+and+Bar+Tisk+%28Ponda%29
Vishranti Restaurant,3.6,12,Tisk (Ponda),https://www.google.com/maps/search/Vishranti+Restaurant+Tisk+%28Ponda%29
Khop INN | Chicken Cafreal in Goa,4.5,270,Tisk (Ponda),https://www.google.com/maps/search/Khop+INN+%7C+Chicken+Cafreal+in+Goa+Tisk+%28Ponda%29
3S World cafe,3.9,16,Tisk (Ponda),https://www.google.com/maps/search/3S+World+cafe+Tisk+%28Ponda%29
Sameera Hotel,3.6,17,Tisk (Ponda),https://www.google.com/maps/search/Sameera+Hotel+Tisk+%28Ponda%29
Rachana Bar & Restaurant,5.0,9,Tisk (Ponda),https://www.google.com/maps/search/Rachana+Bar+%26+Restaurant+Tisk+%28Ponda%29
OASIS RESTAURANT WITH BAR,4.8,4,Tisk (Ponda),https://www.google.com/maps/search/OASIS+RESTAURANT+WITH+BAR+Tisk+%28Ponda%29
Kamaxi Bhojnalay,4.0,29,Tisk (Ponda),https://www.google.com/maps/search/Kamaxi+Bhojnalay+Tisk+%28Ponda%29
I Love Shawarma,4.5,77,Tisk (Ponda),https://www.google.com/maps/search/I+Love+Shawarma+Tisk+%28Ponda%29
Shetkari Dhaba,4.0,4,Tisk (Ponda),https://www.google.com/maps/search/Shetkari+Dhaba+Tisk+%28Ponda%29
Chicken Affair,3.3,50,Tisk (Ponda),https://www.google.com/maps/search/Chicken+Affair+Tisk+%28Ponda%29
Adhvik Cafe,4.5,2,Tisk (Ponda),https://www.google.com/maps/search/Adhvik+Cafe+Tisk+%28Ponda%29
"Chatar Patar Ponda,Goa",3.7,299,Tisk (Ponda),https://www.google.com/maps/search/Chatar+Patar+Ponda%2CGoa+Tisk+%28Ponda%29
Hotel sanman,3.4,10,Tisk (Ponda),https://www.google.com/maps/search/Hotel+sanman+Tisk+%28Ponda%29
Sateri Restaurant,2.8,12,Tisk (Ponda),https://www.google.com/maps/search/Sateri+Restaurant+Tisk+%28Ponda%29
Golden bar & restaurant,4.6,9,Tisk (Ponda),https://www.google.com/maps/search/Golden+bar+%26+restaurant+Tisk+%28Ponda%29
Pizza Darbar,4.2,424,Tisk (Ponda),https://www.google.com/maps/search/Pizza+Darbar+Tisk+%28Ponda%29
GOiCHI the street food corner,5.0,3,Tisk (Ponda),https://www.google.com/maps/search/GOiCHI+the+street+food+corner+Tisk+%28Ponda%29
RAYESHWAR BAR,1.0,1,Tisk (Ponda),https://www.google.com/maps/search/RAYESHWAR+BAR+Tisk+%28Ponda%29
Eater's Den,4.4,2200,Vasco da Gama,https://www.google.com/maps/search/Eater%27s+Den+Vasco+da+Gama
Vasco Square Restaurant,4.0,1600,Vasco da Gama,https://www.google.com/maps/search/Vasco+Square+Restaurant+Vasco+da+Gama
Adarsh Restaurant,3.8,1100,Vasco da Gama,https://www.google.com/maps/search/Adarsh+Restaurant+Vasco+da+Gama
Mandi House Vasco da gama,4.0,131,Vasco da Gama,https://www.google.com/maps/search/Mandi+House+Vasco+da+gama+Vasco+da+Gama
Anju Celebrity Bar and Restaurant,4.0,536,Vasco da Gama,https://www.google.com/maps/search/Anju+Celebrity+Bar+and+Restaurant+Vasco+da+Gama
Dine & dash family restaurant,4.3,46,Vasco da Gama,https://www.google.com/maps/search/Dine+%26+dash+family+restaurant+Vasco+da+Gama
Bhaijaan’s Joint,4.3,414,Vasco da Gama,https://www.google.com/maps/search/Bhaijaan%E2%80%99s+Joint+Vasco+da+Gama
The Bayleaf - Multi Cuisine Restaurant & Bar,4.6,38,Vasco da Gama,https://www.google.com/maps/search/The+Bayleaf+-+Multi+Cuisine+Restaurant+%26+Bar+Vasco+da+Gama
FLARE UP FAMILY RESTAURANT,4.5,55,Vasco da Gama,https://www.google.com/maps/search/FLARE+UP+FAMILY+RESTAURANT+Vasco+da+Gama
Crazy Crab'z,4.0,285,Vasco da Gama,https://www.google.com/maps/search/Crazy+Crab%27z+Vasco+da+Gama
CHENNAI DOSA Restaurant,4.6,211,Vasco da Gama,https://www.google.com/maps/search/CHENNAI+DOSA+Restaurant+Vasco+da+Gama
Cafe TATO,3.9,1400,Vasco da Gama,https://www.google.com/maps/search/Cafe+TATO+Vasco+da+Gama
